data_generacji,kryptowaluta_data,kryptowaluta_cena,kryptowaluta_waluta,kryptowaluta_nazwa,kryptowaluta_kod
2023-09-08 10:00:01+00:00,2023-09-08,7095.05,PLN,ETHER,eth
2021-08-25 00:00:00+00:00,2021-08-25,12449.0,PLN,ETHER,eth
2024-10-23 10:00:03+00:00,2024-10-23,10470.5,PLN,ETHER,eth
2017-09-30 00:00:00+00:00,2017-09-30,1077.0,PLN,ETHER,eth
2019-03-20 00:00:00+00:00,2019-03-20,522.0,PLN,ETHER,eth
2018-03-20 00:00:00+00:00,2018-03-20,1888.0,PLN,ETHER,eth
2018-11-23 00:00:00+00:00,2018-11-23,465.0,PLN,ETHER,eth
2024-07-07 10:00:04+00:00,2024-07-07,11866.1,PLN,ETHER,eth
2017-12-17 00:00:00+00:00,2017-12-17,2429.0,PLN,ETHER,eth
2017-10-08 00:00:00+00:00,2017-10-08,1109.0,PLN,ETHER,eth
2018-08-11 00:00:00+00:00,2018-08-11,1220.0,PLN,ETHER,eth
2020-07-30 00:00:00+00:00,2020-07-30,1213.0,PLN,ETHER,eth
2019-09-14 00:00:00+00:00,2019-09-14,723.0,PLN,ETHER,eth
2020-12-07 00:00:00+00:00,2020-12-07,2207.0,PLN,ETHER,eth
2023-03-06 00:00:00+00:00,2023-03-06,6936.0,PLN,ETHER,eth
2024-01-04 10:00:03+00:00,2024-01-04,8818.75,PLN,ETHER,eth
2022-01-18 00:00:00+00:00,2022-01-18,12746.0,PLN,ETHER,eth
2021-01-02 00:00:00+00:00,2021-01-02,2746.0,PLN,ETHER,eth
2020-12-27 00:00:00+00:00,2020-12-27,2454.0,PLN,ETHER,eth
2022-01-30 00:00:00+00:00,2022-01-30,10687.0,PLN,ETHER,eth
2021-08-05 00:00:00+00:00,2021-08-05,10519.0,PLN,ETHER,eth
2022-05-29 00:00:00+00:00,2022-05-29,7679.0,PLN,ETHER,eth
2022-09-24 00:00:00+00:00,2022-09-24,6504.0,PLN,ETHER,eth
2018-12-10 00:00:00+00:00,2018-12-10,346.0,PLN,ETHER,eth
2017-07-27 00:00:00+00:00,2017-07-27,739.0,PLN,ETHER,eth
2024-06-18 10:00:04+00:00,2024-06-18,13959.4,PLN,ETHER,eth
2019-01-29 00:00:00+00:00,2019-01-29,393.0,PLN,ETHER,eth
2023-08-25 10:00:01+00:00,2023-08-25,6848.06,PLN,ETHER,eth
2024-10-02 10:03:13+00:00,2024-10-02,9621.22,PLN,ETHER,eth
2024-10-08 10:02:50+00:00,2024-10-08,9543.08,PLN,ETHER,eth
2018-01-23 00:00:00+00:00,2018-01-23,3409.0,PLN,ETHER,eth
2021-01-23 00:00:00+00:00,2021-01-23,4621.0,PLN,ETHER,eth
2022-09-10 00:00:00+00:00,2022-09-10,8157.0,PLN,ETHER,eth
2020-05-04 00:00:00+00:00,2020-05-04,868.0,PLN,ETHER,eth
2022-12-24 00:00:00+00:00,2022-12-24,5353.0,PLN,ETHER,eth
2018-06-14 00:00:00+00:00,2018-06-14,1819.0,PLN,ETHER,eth
2017-08-18 00:00:00+00:00,2017-08-18,1089.0,PLN,ETHER,eth
2022-08-08 00:00:00+00:00,2022-08-08,8057.0,PLN,ETHER,eth
2020-11-27 00:00:00+00:00,2020-11-27,1944.0,PLN,ETHER,eth
2024-09-06 10:02:44+00:00,2024-09-06,9017.2,PLN,ETHER,eth
2024-04-02 10:02:23+00:00,2024-04-02,13471.7,PLN,ETHER,eth
2023-10-27 10:02:26+00:00,2023-10-27,7505.24,PLN,ETHER,eth
2022-07-27 00:00:00+00:00,2022-07-27,7208.0,PLN,ETHER,eth
2021-07-17 00:00:00+00:00,2021-07-17,7401.0,PLN,ETHER,eth
2020-08-04 00:00:00+00:00,2020-08-04,1461.0,PLN,ETHER,eth
2019-01-12 00:00:00+00:00,2019-01-12,476.0,PLN,ETHER,eth
2024-09-22 10:02:02+00:00,2024-09-22,9899.18,PLN,ETHER,eth
2023-12-14 10:04:07+00:00,2023-12-14,8962.19,PLN,ETHER,eth
2024-12-29 10:01:47+00:00,2024-12-29,13891.6,PLN,ETHER,eth
2021-01-15 00:00:00+00:00,2021-01-15,4519.0,PLN,ETHER,eth
2019-10-05 00:00:00+00:00,2019-10-05,694.0,PLN,ETHER,eth
2024-02-18 10:00:03+00:00,2024-02-18,11302.0,PLN,ETHER,eth
2018-09-23 00:00:00+00:00,2018-09-23,883.0,PLN,ETHER,eth
2023-01-04 00:00:00+00:00,2023-01-04,5476.0,PLN,ETHER,eth
2018-03-09 00:00:00+00:00,2018-03-09,2381.0,PLN,ETHER,eth
2018-01-01 00:00:00+00:00,2018-01-01,2749.0,PLN,ETHER,eth
2017-12-22 00:00:00+00:00,2017-12-22,2602.0,PLN,ETHER,eth
2018-12-23 00:00:00+00:00,2018-12-23,465.0,PLN,ETHER,eth
2021-03-16 00:00:00+00:00,2021-03-16,6929.0,PLN,ETHER,eth
2021-01-04 00:00:00+00:00,2021-01-04,3610.0,PLN,ETHER,eth
2022-07-14 00:00:00+00:00,2022-07-14,5533.0,PLN,ETHER,eth
2024-10-29 10:00:03+00:00,2024-10-29,10555.0,PLN,ETHER,eth
2019-09-06 00:00:00+00:00,2019-09-06,678.0,PLN,ETHER,eth
2017-08-01 00:00:00+00:00,2017-08-01,776.0,PLN,ETHER,eth
2020-11-29 00:00:00+00:00,2020-11-29,2100.0,PLN,ETHER,eth
2021-05-02 00:00:00+00:00,2021-05-02,11062.0,PLN,ETHER,eth
2024-07-21 10:00:05+00:00,2024-07-21,13736.5,PLN,ETHER,eth
2019-09-30 00:00:00+00:00,2019-09-30,701.0,PLN,ETHER,eth
2021-10-11 00:00:00+00:00,2021-10-11,13825.0,PLN,ETHER,eth
2020-09-17 00:00:00+00:00,2020-09-17,1427.0,PLN,ETHER,eth
2024-07-02 10:02:57+00:00,2024-07-02,13859.7,PLN,ETHER,eth
2017-09-10 00:00:00+00:00,2017-09-10,1143.0,PLN,ETHER,eth
2019-12-28 00:00:00+00:00,2019-12-28,491.0,PLN,ETHER,eth
2021-08-31 00:00:00+00:00,2021-08-31,12786.0,PLN,ETHER,eth
2019-11-08 00:00:00+00:00,2019-11-08,714.0,PLN,ETHER,eth
2018-02-13 00:00:00+00:00,2018-02-13,2866.0,PLN,ETHER,eth
2022-08-05 00:00:00+00:00,2022-08-05,7729.0,PLN,ETHER,eth
2023-06-07 10:00:01+00:00,2023-06-07,7871.5,PLN,ETHER,eth
2022-09-06 00:00:00+00:00,2022-09-06,7664.0,PLN,ETHER,eth
2019-10-09 00:00:00+00:00,2019-10-09,740.0,PLN,ETHER,eth
2022-02-06 00:00:00+00:00,2022-02-06,12063.0,PLN,ETHER,eth
2017-10-12 00:00:00+00:00,2017-10-12,1083.0,PLN,ETHER,eth
2020-01-09 00:00:00+00:00,2020-01-09,531.0,PLN,ETHER,eth
2022-09-26 00:00:00+00:00,2022-09-26,6470.0,PLN,ETHER,eth
2023-08-12 10:00:01+00:00,2023-08-12,7515.15,PLN,ETHER,eth
2021-01-16 00:00:00+00:00,2021-01-16,4588.0,PLN,ETHER,eth
2019-08-15 00:00:00+00:00,2019-08-15,727.0,PLN,ETHER,eth
2019-06-21 00:00:00+00:00,2019-06-21,1061.0,PLN,ETHER,eth
2021-08-26 00:00:00+00:00,2021-08-26,12348.0,PLN,ETHER,eth
2023-01-22 00:00:00+00:00,2023-01-22,7068.0,PLN,ETHER,eth
2021-07-05 00:00:00+00:00,2021-07-05,8625.0,PLN,ETHER,eth
2023-11-05 10:04:07+00:00,2023-11-05,7810.2,PLN,ETHER,eth
2017-08-26 00:00:00+00:00,2017-08-26,1177.0,PLN,ETHER,eth
2024-03-16 10:00:04+00:00,2024-03-16,14695.4,PLN,ETHER,eth
2022-12-28 00:00:00+00:00,2022-12-28,5301.0,PLN,ETHER,eth
2018-06-25 00:00:00+00:00,2018-06-25,1706.0,PLN,ETHER,eth
2020-12-01 00:00:00+00:00,2020-12-01,2218.0,PLN,ETHER,eth
2018-03-15 00:00:00+00:00,2018-03-15,2052.0,PLN,ETHER,eth
2019-06-16 00:00:00+00:00,2019-06-16,1015.0,PLN,ETHER,eth
2017-08-03 00:00:00+00:00,2017-08-03,789.0,PLN,ETHER,eth
2022-08-17 00:00:00+00:00,2022-08-17,8651.0,PLN,ETHER,eth
2020-03-26 00:00:00+00:00,2020-03-26,581.0,PLN,ETHER,eth
2018-07-02 00:00:00+00:00,2018-07-02,1737.0,PLN,ETHER,eth
2019-10-24 00:00:00+00:00,2019-10-24,622.0,PLN,ETHER,eth
2022-08-11 00:00:00+00:00,2022-08-11,8538.0,PLN,ETHER,eth
2019-02-07 00:00:00+00:00,2019-02-07,393.0,PLN,ETHER,eth
2018-10-18 00:00:00+00:00,2018-10-18,753.0,PLN,ETHER,eth
2021-06-30 00:00:00+00:00,2021-06-30,8449.0,PLN,ETHER,eth
2020-02-02 00:00:00+00:00,2020-02-02,722.0,PLN,ETHER,eth
2019-09-01 00:00:00+00:00,2019-09-01,684.0,PLN,ETHER,eth
2023-03-28 00:00:00+00:00,2023-03-28,7585.0,PLN,ETHER,eth
2021-08-28 00:00:00+00:00,2021-08-28,12602.0,PLN,ETHER,eth
2023-12-28 10:04:10+00:00,2023-12-28,9283.66,PLN,ETHER,eth
2025-01-14 20:01:31.952779+00:00,2025-01-14,13309.21,PLN,ETHER,eth
2025-01-21 09:01:45.469674+00:00,2025-01-21,483.38,PLN,LITECOIN,ltc
2025-01-20 09:01:46.973748+00:00,2025-01-20,511.53,PLN,LITECOIN,ltc
2025-01-22 09:01:45.385004+00:00,2025-01-22,475.3,PLN,LITECOIN,ltc
2025-01-23 09:01:56.119855+00:00,2025-01-23,456.6,PLN,LITECOIN,ltc
2025-01-24 09:02:08.932804+00:00,2025-01-24,474.62,PLN,LITECOIN,ltc
2025-01-15 09:02:03.468824+00:00,2025-01-15,424.47,PLN,LITECOIN,ltc
2025-01-16 09:01:55.075150+00:00,2025-01-16,489.7,PLN,LITECOIN,ltc
2025-01-17 09:02:04.149030+00:00,2025-01-17,565.63,PLN,LITECOIN,ltc
2025-01-19 09:01:54.992276+00:00,2025-01-19,483.38,PLN,LITECOIN,ltc
2025-01-18 09:01:48.804036+00:00,2025-01-18,526.32,PLN,LITECOIN,ltc
2024-04-13 10:00:02+00:00,2024-04-13,344.1,PLN,LITECOIN,ltc
2024-10-29 10:00:03+00:00,2024-10-29,291.38,PLN,LITECOIN,ltc
2024-12-30 10:00:02+00:00,2024-12-30,417.19,PLN,LITECOIN,ltc
2024-12-09 10:03:24+00:00,2024-12-09,502.8,PLN,LITECOIN,ltc
2024-03-04 10:00:03+00:00,2024-03-04,365.98,PLN,LITECOIN,ltc
2024-10-28 10:00:03+00:00,2024-10-28,286.26,PLN,LITECOIN,ltc
2024-06-23 10:00:21+00:00,2024-06-23,301.26,PLN,LITECOIN,ltc
2024-09-08 10:00:08+00:00,2024-09-08,240.35,PLN,LITECOIN,ltc
2024-01-06 10:04:44+00:00,2024-01-06,257.35,PLN,LITECOIN,ltc
2024-08-10 10:00:05+00:00,2024-08-10,240.71,PLN,LITECOIN,ltc
2024-04-26 10:01:26+00:00,2024-04-26,343.07,PLN,LITECOIN,ltc
2023-11-11 10:00:02+00:00,2023-11-11,302.28,PLN,LITECOIN,ltc
2024-12-03 10:00:03+00:00,2024-12-03,538.4,PLN,LITECOIN,ltc
2024-11-10 10:00:23+00:00,2024-11-10,308.7,PLN,LITECOIN,ltc
2024-09-01 10:00:23+00:00,2024-09-01,249.66,PLN,LITECOIN,ltc
2024-08-06 10:01:59+00:00,2024-08-06,231.49,PLN,LITECOIN,ltc
2024-05-07 10:01:42+00:00,2024-05-07,322.3,PLN,LITECOIN,ltc
2024-08-31 10:00:38+00:00,2024-08-31,254.8,PLN,LITECOIN,ltc
2024-02-16 10:00:20+00:00,2024-02-16,282.57,PLN,LITECOIN,ltc
2024-10-26 10:02:11+00:00,2024-10-26,277.24,PLN,LITECOIN,ltc
2024-05-29 10:01:27+00:00,2024-05-29,326.85,PLN,LITECOIN,ltc
2024-12-18 10:01:42+00:00,2024-12-18,485.29,PLN,LITECOIN,ltc
2023-12-11 10:00:02+00:00,2023-12-11,294.22,PLN,LITECOIN,ltc
2024-02-28 10:00:03+00:00,2024-02-28,300.45,PLN,LITECOIN,ltc
2024-01-14 10:00:02+00:00,2024-01-14,286.86,PLN,LITECOIN,ltc
2023-11-07 10:00:43+00:00,2023-11-07,308.41,PLN,LITECOIN,ltc
2024-03-31 10:00:03+00:00,2024-03-31,408.37,PLN,LITECOIN,ltc
2024-09-24 10:02:10+00:00,2024-09-24,255.98,PLN,LITECOIN,ltc
2023-12-10 10:00:02+00:00,2023-12-10,316.31,PLN,LITECOIN,ltc
2024-08-16 10:01:39+00:00,2024-08-16,255.1,PLN,LITECOIN,ltc
2023-12-27 10:03:58+00:00,2023-12-27,290.52,PLN,LITECOIN,ltc
2024-01-08 10:00:02+00:00,2024-01-08,256.56,PLN,LITECOIN,ltc
2024-10-12 10:03:31+00:00,2024-10-12,258.6,PLN,LITECOIN,ltc
2024-06-22 10:00:04+00:00,2024-06-22,299.47,PLN,LITECOIN,ltc
2023-10-13 10:03:56+00:00,2023-10-13,264.97,PLN,LITECOIN,ltc
2024-01-31 10:05:09+00:00,2024-01-31,278.81,PLN,LITECOIN,ltc
2024-12-06 10:02:38+00:00,2024-12-06,541.08,PLN,LITECOIN,ltc
2024-04-03 10:04:47+00:00,2024-04-03,403.93,PLN,LITECOIN,ltc
2023-10-14 10:03:54+00:00,2023-10-14,265.65,PLN,LITECOIN,ltc
2024-05-27 10:00:04+00:00,2024-05-27,330.95,PLN,LITECOIN,ltc
2023-11-16 10:02:13+00:00,2023-11-16,297.63,PLN,LITECOIN,ltc
2024-08-05 10:00:04+00:00,2024-08-05,213.73,PLN,LITECOIN,ltc
2024-11-06 10:00:03+00:00,2024-11-06,281.66,PLN,LITECOIN,ltc
2024-02-19 10:00:02+00:00,2024-02-19,284.12,PLN,LITECOIN,ltc
2023-12-30 10:00:02+00:00,2023-12-30,287.57,PLN,LITECOIN,ltc
2024-04-17 10:00:03+00:00,2024-04-17,321.86,PLN,LITECOIN,ltc
2024-09-05 10:01:39+00:00,2024-09-05,262.79,PLN,LITECOIN,ltc
2024-02-22 10:00:09+00:00,2024-02-22,274.14,PLN,LITECOIN,ltc
2024-07-09 10:00:05+00:00,2024-07-09,256.89,PLN,LITECOIN,ltc
2024-10-17 10:03:56+00:00,2024-10-17,282.17,PLN,LITECOIN,ltc
2023-11-21 10:00:02+00:00,2023-11-21,277.28,PLN,LITECOIN,ltc
2024-06-11 10:02:25+00:00,2024-06-11,313.17,PLN,LITECOIN,ltc
2023-10-29 10:02:24+00:00,2023-10-29,287.39,PLN,LITECOIN,ltc
2024-04-10 10:00:02+00:00,2024-04-10,382.94,PLN,LITECOIN,ltc
2024-04-02 10:02:23+00:00,2024-04-02,394.68,PLN,LITECOIN,ltc
2024-06-06 10:00:03+00:00,2024-06-06,335.94,PLN,LITECOIN,ltc
2025-01-13 10:02:20+00:00,2025-01-13,409.82,PLN,LITECOIN,ltc
2024-08-30 10:00:05+00:00,2024-08-30,246.11,PLN,LITECOIN,ltc
2024-03-14 10:00:04+00:00,2024-03-14,376.88,PLN,LITECOIN,ltc
2023-12-25 10:04:10+00:00,2023-12-25,282.64,PLN,LITECOIN,ltc
2024-10-25 10:02:29+00:00,2024-10-25,286.27,PLN,LITECOIN,ltc
2024-06-19 10:00:03+00:00,2024-06-19,299.54,PLN,LITECOIN,ltc
2023-11-27 10:00:02+00:00,2023-11-27,277.15,PLN,LITECOIN,ltc
2024-05-03 10:00:04+00:00,2024-05-03,320.51,PLN,LITECOIN,ltc
2024-05-04 10:01:22+00:00,2024-05-04,328.37,PLN,LITECOIN,ltc
2024-01-22 10:00:19+00:00,2024-01-22,285.18,PLN,LITECOIN,ltc
2024-11-15 10:00:03+00:00,2024-11-15,336.38,PLN,LITECOIN,ltc
2024-02-05 10:01:29+00:00,2024-02-05,271.43,PLN,LITECOIN,ltc
2024-12-04 10:01:37+00:00,2024-12-04,535.12,PLN,LITECOIN,ltc
2024-05-12 10:02:25+00:00,2024-05-12,324.89,PLN,LITECOIN,ltc
2024-05-23 10:00:03+00:00,2024-05-23,340.98,PLN,LITECOIN,ltc
2023-10-16 10:00:46+00:00,2023-10-16,267.82,PLN,LITECOIN,ltc
2024-10-15 10:02:11+00:00,2024-10-15,263.19,PLN,LITECOIN,ltc
2024-05-10 10:02:25+00:00,2024-05-10,330.62,PLN,LITECOIN,ltc
2024-05-24 10:04:59+00:00,2024-05-24,335.95,PLN,LITECOIN,ltc
2024-08-24 10:00:06+00:00,2024-08-24,253.52,PLN,LITECOIN,ltc
2024-11-11 10:02:11+00:00,2024-11-11,309.57,PLN,LITECOIN,ltc
2023-09-30 10:00:02+00:00,2023-09-30,286.81,PLN,LITECOIN,ltc
2024-03-25 10:00:03+00:00,2024-03-25,356.65,PLN,LITECOIN,ltc
2023-11-20 10:04:28+00:00,2023-11-20,282.52,PLN,LITECOIN,ltc
2024-05-31 10:00:04+00:00,2024-05-31,330.89,PLN,LITECOIN,ltc
2024-03-17 10:00:04+00:00,2024-03-17,336.93,PLN,LITECOIN,ltc
2024-08-02 10:01:05+00:00,2024-08-02,270.88,PLN,LITECOIN,ltc
2024-12-01 10:00:03+00:00,2024-12-01,412.93,PLN,LITECOIN,ltc
2024-06-16 10:01:27+00:00,2024-06-16,324.88,PLN,LITECOIN,ltc
2024-01-24 10:02:12+00:00,2024-01-24,264.22,PLN,LITECOIN,ltc
2025-01-04 10:01:31+00:00,2025-01-04,459.3,PLN,LITECOIN,ltc
2024-06-15 10:02:10+00:00,2024-06-15,322.98,PLN,LITECOIN,ltc
2023-10-25 10:00:15+00:00,2023-10-25,287.54,PLN,LITECOIN,ltc
2024-09-23 10:00:04+00:00,2024-09-23,261.23,PLN,LITECOIN,ltc
2023-11-02 10:00:15+00:00,2023-11-02,293.04,PLN,LITECOIN,ltc
2024-04-29 10:00:03+00:00,2024-04-29,332.14,PLN,LITECOIN,ltc
2024-06-08 10:00:04+00:00,2024-06-08,320.77,PLN,LITECOIN,ltc
2024-01-17 10:02:11+00:00,2024-01-17,280.75,PLN,LITECOIN,ltc
2024-07-29 10:00:21+00:00,2024-07-29,295.63,PLN,LITECOIN,ltc
2023-12-20 10:00:02+00:00,2023-12-20,282.1,PLN,LITECOIN,ltc
2024-12-11 10:00:03+00:00,2024-12-11,451.85,PLN,LITECOIN,ltc
2024-12-13 10:00:03+00:00,2024-12-13,492.76,PLN,LITECOIN,ltc
2024-09-07 10:01:41+00:00,2024-09-07,246.56,PLN,LITECOIN,ltc
2024-02-24 10:01:17+00:00,2024-02-24,276.83,PLN,LITECOIN,ltc
2024-05-13 10:00:04+00:00,2024-05-13,326.24,PLN,LITECOIN,ltc
2024-08-19 10:00:03+00:00,2024-08-19,256.96,PLN,LITECOIN,ltc
2024-04-28 10:00:03+00:00,2024-04-28,342.97,PLN,LITECOIN,ltc
2024-11-22 10:02:17+00:00,2024-11-22,375.36,PLN,LITECOIN,ltc
2024-12-15 10:01:56+00:00,2024-12-15,473.47,PLN,LITECOIN,ltc
2024-12-24 10:00:02+00:00,2024-12-24,440.03,PLN,LITECOIN,ltc
2024-04-07 10:01:21+00:00,2024-04-07,408.94,PLN,LITECOIN,ltc
2024-05-20 10:01:58+00:00,2024-05-20,327.26,PLN,LITECOIN,ltc
2024-08-14 10:00:04+00:00,2024-08-14,247.72,PLN,LITECOIN,ltc
2024-02-12 10:01:06+00:00,2024-02-12,284.99,PLN,LITECOIN,ltc
2023-10-22 10:00:02+00:00,2023-10-22,270.07,PLN,LITECOIN,ltc
2024-09-14 10:01:55+00:00,2024-09-14,252.83,PLN,LITECOIN,ltc
2024-12-28 10:02:09+00:00,2024-12-28,408.18,PLN,LITECOIN,ltc
2023-09-27 23:03:02+00:00,2023-09-27,280.14,PLN,LITECOIN,ltc
2024-03-12 10:00:03+00:00,2024-03-12,381.56,PLN,LITECOIN,ltc
2024-04-25 10:00:20+00:00,2024-04-25,335.45,PLN,LITECOIN,ltc
2024-06-24 10:00:04+00:00,2024-06-24,288.33,PLN,LITECOIN,ltc
2024-11-24 10:01:37+00:00,2024-11-24,415.35,PLN,LITECOIN,ltc
2024-10-23 10:00:03+00:00,2024-10-23,277.64,PLN,LITECOIN,ltc
2024-12-14 10:00:04+00:00,2024-12-14,499.63,PLN,LITECOIN,ltc
2023-11-01 10:00:15+00:00,2023-11-01,287.42,PLN,LITECOIN,ltc
2023-11-28 10:00:02+00:00,2023-11-28,270.58,PLN,LITECOIN,ltc
2024-07-11 10:04:00+00:00,2024-07-11,266.54,PLN,LITECOIN,ltc
2024-08-17 10:00:03+00:00,2024-08-17,257.42,PLN,LITECOIN,ltc
2023-11-30 10:04:03+00:00,2023-11-30,276.1,PLN,LITECOIN,ltc
2023-11-24 10:00:03+00:00,2023-11-24,278.4,PLN,LITECOIN,ltc
2024-10-10 10:02:29+00:00,2024-10-10,254.09,PLN,LITECOIN,ltc
2024-10-16 10:03:00+00:00,2024-10-16,279.5,PLN,LITECOIN,ltc
2024-03-13 10:00:03+00:00,2024-03-13,386.77,PLN,LITECOIN,ltc
2024-11-30 10:00:03+00:00,2024-11-30,414.25,PLN,LITECOIN,ltc
2023-12-31 10:00:02+00:00,2023-12-31,288.06,PLN,LITECOIN,ltc
2024-12-19 10:00:02+00:00,2024-12-19,443.67,PLN,LITECOIN,ltc
2024-04-09 10:00:02+00:00,2024-04-09,393.78,PLN,LITECOIN,ltc
2024-05-09 10:02:08+00:00,2024-05-09,326.07,PLN,LITECOIN,ltc
2024-01-01 10:00:02+00:00,2024-01-01,288.71,PLN,LITECOIN,ltc
2024-03-26 10:01:34+00:00,2024-03-26,362.61,PLN,LITECOIN,ltc
2024-07-20 10:00:05+00:00,2024-07-20,288.98,PLN,LITECOIN,ltc
2024-07-19 10:00:07+00:00,2024-07-19,278.48,PLN,LITECOIN,ltc
2024-06-07 10:00:03+00:00,2024-06-07,330.32,PLN,LITECOIN,ltc
2023-11-12 10:02:10+00:00,2023-11-12,313.61,PLN,LITECOIN,ltc
2023-10-27 10:02:26+00:00,2023-10-27,284.36,PLN,LITECOIN,ltc
2024-01-07 10:00:02+00:00,2024-01-07,261.5,PLN,LITECOIN,ltc
2024-08-01 10:01:48+00:00,2024-08-01,277.77,PLN,LITECOIN,ltc
2024-06-14 10:00:03+00:00,2024-06-14,323.32,PLN,LITECOIN,ltc
2025-01-11 10:00:02+00:00,2025-01-11,431.24,PLN,LITECOIN,ltc
2024-04-30 10:01:25+00:00,2024-04-30,334.68,PLN,LITECOIN,ltc
2024-08-12 10:00:05+00:00,2024-08-12,239.5,PLN,LITECOIN,ltc
2024-03-18 10:00:03+00:00,2024-03-18,335.8,PLN,LITECOIN,ltc
2023-10-28 10:00:02+00:00,2023-10-28,287.53,PLN,LITECOIN,ltc
2024-07-07 10:00:04+00:00,2024-07-07,254.22,PLN,LITECOIN,ltc
2024-08-08 10:00:18+00:00,2024-08-08,230.01,PLN,LITECOIN,ltc
2024-04-20 10:01:44+00:00,2024-04-20,333.69,PLN,LITECOIN,ltc
2024-11-26 10:01:42+00:00,2024-11-26,377.12,PLN,LITECOIN,ltc
2024-10-01 10:00:03+00:00,2024-10-01,263.0,PLN,LITECOIN,ltc
2024-09-10 10:00:45+00:00,2024-09-10,236.75,PLN,LITECOIN,ltc
2024-05-02 10:00:03+00:00,2024-05-02,318.46,PLN,LITECOIN,ltc
2023-10-08 10:02:07+00:00,2023-10-08,284.05,PLN,LITECOIN,ltc
2024-11-28 10:01:57+00:00,2024-11-28,393.11,PLN,LITECOIN,ltc
2024-11-18 10:02:11+00:00,2024-11-18,377.6,PLN,LITECOIN,ltc
2024-01-02 10:04:17+00:00,2024-01-02,296.7,PLN,LITECOIN,ltc
2024-07-04 10:00:04+00:00,2024-07-04,275.76,PLN,LITECOIN,ltc
2024-03-21 10:00:03+00:00,2024-03-21,338.61,PLN,LITECOIN,ltc
2024-05-11 10:00:04+00:00,2024-05-11,322.91,PLN,LITECOIN,ltc
2024-02-23 10:00:02+00:00,2024-02-23,271.71,PLN,LITECOIN,ltc
2024-05-15 10:02:08+00:00,2024-05-15,310.64,PLN,LITECOIN,ltc
2024-10-06 10:00:03+00:00,2024-10-06,263.17,PLN,LITECOIN,ltc
2024-04-14 10:00:02+00:00,2024-04-14,319.97,PLN,LITECOIN,ltc
2024-04-04 10:01:24+00:00,2024-04-04,401.37,PLN,LITECOIN,ltc
2024-02-15 10:00:02+00:00,2024-02-15,283.6,PLN,LITECOIN,ltc
2024-01-15 10:00:02+00:00,2024-01-15,282.53,PLN,LITECOIN,ltc
2024-06-09 10:01:25+00:00,2024-06-09,319.47,PLN,LITECOIN,ltc
2023-11-13 10:00:02+00:00,2023-11-13,307.9,PLN,LITECOIN,ltc
2024-12-21 10:02:23+00:00,2024-12-21,423.4,PLN,LITECOIN,ltc
2024-10-21 10:01:57+00:00,2024-10-21,291.66,PLN,LITECOIN,ltc
2023-12-02 10:00:02+00:00,2023-12-02,285.58,PLN,LITECOIN,ltc
2024-02-26 10:01:36+00:00,2024-02-26,278.53,PLN,LITECOIN,ltc
2024-04-22 10:01:23+00:00,2024-04-22,344.92,PLN,LITECOIN,ltc
2024-03-30 10:04:27+00:00,2024-03-30,416.51,PLN,LITECOIN,ltc
2024-10-27 10:02:12+00:00,2024-10-27,278.44,PLN,LITECOIN,ltc
2024-11-16 10:00:03+00:00,2024-11-16,355.48,PLN,LITECOIN,ltc
2024-10-14 10:02:11+00:00,2024-10-14,257.29,PLN,LITECOIN,ltc
2024-05-06 10:00:03+00:00,2024-05-06,335.42,PLN,LITECOIN,ltc
2024-06-05 10:00:04+00:00,2024-06-05,331.78,PLN,LITECOIN,ltc
2024-11-08 10:00:03+00:00,2024-11-08,284.6,PLN,LITECOIN,ltc
2023-12-03 10:00:02+00:00,2023-12-03,286.58,PLN,LITECOIN,ltc
2023-11-05 10:04:07+00:00,2023-11-05,295.25,PLN,LITECOIN,ltc
2024-01-18 10:04:28+00:00,2024-01-18,283.58,PLN,LITECOIN,ltc
2024-02-06 10:00:02+00:00,2024-02-06,274.27,PLN,LITECOIN,ltc
2023-11-14 10:03:17+00:00,2023-11-14,299.33,PLN,LITECOIN,ltc
2024-05-22 10:03:17+00:00,2024-05-22,341.19,PLN,LITECOIN,ltc
2023-12-09 10:02:54+00:00,2023-12-09,313.02,PLN,LITECOIN,ltc
2024-06-28 10:00:03+00:00,2024-06-28,294.26,PLN,LITECOIN,ltc
2024-11-19 10:02:11+00:00,2024-11-19,366.87,PLN,LITECOIN,ltc
2023-09-28 10:00:01+00:00,2023-09-28,280.52,PLN,LITECOIN,ltc
2024-05-17 10:01:29+00:00,2024-05-17,328.7,PLN,LITECOIN,ltc
2023-10-17 10:02:11+00:00,2023-10-17,266.11,PLN,LITECOIN,ltc
2024-12-05 10:00:04+00:00,2024-12-05,528.17,PLN,LITECOIN,ltc
2024-08-27 10:00:05+00:00,2024-08-27,242.57,PLN,LITECOIN,ltc
2024-02-20 10:00:03+00:00,2024-02-20,282.75,PLN,LITECOIN,ltc
2024-04-06 10:00:29+00:00,2024-04-06,393.71,PLN,LITECOIN,ltc
2024-01-30 10:00:02+00:00,2024-01-30,275.13,PLN,LITECOIN,ltc
2024-02-11 10:05:07+00:00,2024-02-11,289.96,PLN,LITECOIN,ltc
2024-06-04 10:01:31+00:00,2024-06-04,322.53,PLN,LITECOIN,ltc
2024-11-17 10:01:57+00:00,2024-11-17,374.0,PLN,LITECOIN,ltc
2023-10-10 10:00:02+00:00,2023-10-10,273.35,PLN,LITECOIN,ltc
